rebalance_month,symbol,rank,adv_usd,n_days_trailing
2019-02,DWDP,55,689312794.93,251
2019-02,DD,56,689312794.93,251
2019-02,RTX,57,659235125.34,251
2019-02,KO,58,657203721.14,251
2019-02,PEP,59,656986341.81,251
2019-02,NXPI,60,656860363.03,251
2019-02,CVS,61,656818637.98,251
2019-02,AMAT,62,651816133.63,251
2019-02,CELG,63,649785212.89,251
2019-02,PM,64,614766311.2,251
2019-02,LRCX,65,611542189.92,251
2019-02,MMM,66,606245268.51,251
2019-02,NKE,67,598455696.01,251
2019-02,GILD,68,586952477.6,251
2019-02,SLB,69,582795727.84,251
2019-02,LOW,70,580537446.66,251
2019-02,MO,71,574921248.87,251
2019-02,MS,72,570466995.47,251
2019-02,JD,73,549252362.08,251
2019-02,BMY,74,545370686.16,251
2019-02,COST,75,537982676.36,251
2019-02,FOXA,76,537973447.51,251
2019-02,BIIB,77,534533186.82,251
2019-02,CHTR,78,529489469.84,251
2019-02,CI,79,524940070.9,251
2019-02,MDT,80,520343604.7,251
2019-02,LMT,81,518556994.15,251
2019-02,GM,82,508598969.26,251
2019-02,HON,83,496331937.82,251
2019-02,COP,84,491747539.04,251
2019-02,EA,85,477464548.88,251
2019-02,LLY,86,471868770.13,251
2019-02,F,87,471669980.71,251
2019-02,MPC,88,471155913.97,251
2019-02,FDX,89,458331732.25,251
2019-02,AGN,90,457823778.85,251
2019-02,ABT,91,457442100.15,251
2019-02,STZ,92,452107635.01,251
2019-02,WYNN,93,442509533.66,251
2019-02,TGT,94,439146471.75,251
2019-02,EBAY,95,438108566.05,251
2019-02,ISRG,96,428942769.27,251
2019-02,HAL,97,427324921.54,251
2019-02,DE,98,425688407.58,251
2019-02,USB,99,425059191.53,251
2019-02,UPS,100,424652119.05,251
2019-02,OXY,101,419485049.49,251
2019-02,EOG,102,418297846.05,251
2019-02,AXP,103,417767639.85,251
2019-02,NOC,104,415031191.93,251
2019-02,CSX,105,414649543.35,251
2019-02,ESRX,106,413247645.9,224
2019-02,ACN,107,410640102.22,251
2019-02,VLO,108,408936312.09,251
2019-02,IQ,109,407519881.36,212
2019-02,ELV,110,406002885.92,251
2019-02,DAL,111,402475860.91,251
2019-02,RTN,112,401310949.93,251
2019-02,TJX,113,400723228.42,251
2019-02,TMO,114,392255260.68,251
2019-02,NEE,115,389343133.02,251
2019-02,SCHW,116,388304627.36,251
2019-02,NOW,117,384855424.59,251
2019-02,MDLZ,118,384683331.7,251
2019-02,RHT,119,381149368.69,251
2019-02,CMG,120,379415428.67,251
2019-02,KHC,121,378235689.81,251
2019-02,PNC,122,375887754.21,251
2019-02,AMT,123,362213568.66,251
2019-02,ROKU,124,362182203.34,251
2019-02,TSM,125,357057391.25,251
2019-02,BLK,126,355455744.4,251
2019-02,INTU,127,352295366.39,251
2019-02,AIG,128,351628517.03,251
2019-02,DUK,129,349375578.97,251
2019-02,ADP,130,341878135.95,251
2019-02,CME,131,340580109.43,251
2019-02,WDC,132,335511890.68,251
2019-02,VALE,133,334511598.12,251
2019-02,GD,134,334450309.27,251
2019-02,SPOT,135,334259971.48,210
2019-02,NSC,136,332413953.49,251
2019-02,D,137,330694465.65,251
2019-02,APC,138,328799861.33,251
2019-02,ALGN,139,327185188.06,251
2019-02,SHW,140,326248641.53,251
2019-02,EL,141,324125986.74,251
2019-02,DLTR,142,320228379.99,251
2019-02,PCG,143,317461522.25,251
2019-02,BNY,144,314646355.97,251
2019-02,PBR,145,314326409.67,251
2019-02,REGN,146,314291043.99,251
2019-02,CL,147,314283816.91,251
2019-02,PSX,148,314243278.99,251
2019-02,UAL,149,313471703.0,251
2019-02,M,150,312525865.9,251
2019-03,AMZN,1,9671827138.75,251
2019-03,AAPL,2,6587238031.73,251
2019-03,META,3,4682863955.8,251
2019-03,MSFT,4,3597123660.47,251
2019-03,BABA,5,3418388270.63,251
2019-03,NVDA,6,3006686404.9,251
2019-03,TSLA,7,2802624824.84,251
2019-03,GOOGL,8,2405707055.77,251
2019-03,MU,9,2106633770.75,251
2019-03,GOOG,10,2049710637.79,251
2019-03,BAC,11,2043938547.95,251
2019-03,AMD,12,1869950365.41,251
2019-03,JPM,13,1757210999.9,251
2019-03,BA,14,1570841314.12,251
2019-03,INTC,15,1501274695.71,251
2019-03,V,16,1368874686.78,251
2019-03,T,17,1282887944.45,251
2019-03,C,18,1259302610.05,251
2019-03,WFC,19,1217873901.41,251
2019-03,CSCO,20,1181372260.22,251
2019-03,XOM,21,1176796917.27,251
2019-03,JNJ,22,1132388694.4,251
2019-03,GE,23,1081393916.71,251
2019-03,AVGO,24,1051999898.45,251
2019-03,BRK.B,25,1034895697.27,251
2019-03,PFE,26,1031467026.43,251
2019-03,HD,27,1006021740.2,251
2019-03,XYZ,28,967772603.1,251
2019-03,DIS,29,956990323.16,251
2019-03,ORCL,30,951117685.37,251
2019-03,VZ,31,950556738.63,251
2019-03,UNH,32,938673138.41,251
2019-03,CMCSA,33,936688936.54,251
2019-03,WMT,34,894804211.53,251
2019-03,PG,35,894566845.1,251
2019-03,QCOM,36,893072149.26,251
2019-03,ADBE,37,883609341.35,251
2019-03,BKNG,38,883157432.29,251
2019-03,CVX,39,881711517.25,251
2019-03,CRM,40,880056072.37,251
2019-03,MRK,41,842301229.84,251
2019-03,MA,42,840681182.94,251
2019-03,IBM,43,799030464.68,251
2019-03,GS,44,786675840.22,251
2019-03,CAT,45,780871908.23,251
2019-03,PYPL,46,778675554.76,251
2019-03,BIDU,47,762344778.98,251
2019-03,MCD,48,743589608.16,251
2019-03,SBUX,49,740390602.25,251
2019-03,ABBV,50,739368206.47,251
2019-03,AMGN,51,714149162.45,251
2019-03,UNP,52,690152015.96,251
2019-03,AABA,53,683414615.42,251
2019-03,DWDP,54,682381345.27,251
2019-03,DD,55,682381345.27,251
2019-03,TXN,56,680781354.74,251
2019-03,KO,57,678815320.17,251
2019-03,CVS,58,672532872.98,251
2019-03,CELG,59,662474264.37,251
2019-03,PEP,60,658041594.52,251
2019-03,NXPI,61,634274297.14,251
2019-03,RTX,62,632379523.43,251
2019-03,AMAT,63,614096906.74,251
2019-03,PM,64,602530809.12,251
2019-03,NKE,65,591713327.54,251
2019-03,LLY,66,585786390.49,251
2019-03,LRCX,67,584343655.45,251
2019-03,MMM,68,579811459.63,251
2019-03,MO,69,572854114.25,251
2019-03,BMY,70,572837995.34,251
2019-03,GILD,71,566308123.38,251
2019-03,MS,72,563348752.17,251
2019-03,SLB,73,561042441.35,251
2019-03,FOXA,74,557710384.32,251
2019-03,LOW,75,555914810.83,251
2019-03,CI,76,547186272.55,251
2019-03,EA,77,543383313.8,251
2019-03,COST,78,538579693.82,251
2019-03,JD,79,535641385.24,251
2019-03,MDT,80,519036046.75,251
2019-03,CHTR,81,518242985.78,251
2019-03,BIIB,82,517648632.94,251
2019-03,LMT,83,499198174.71,251
2019-03,GM,84,494285089.01,251
2019-03,COP,85,491779243.94,251
2019-03,HON,86,488461415.85,251
2019-03,MPC,87,477361759.39,251
2019-03,ABT,88,457229755.79,251
2019-03,F,89,455130349.56,251
2019-03,STZ,90,454559271.01,251
2019-03,FDX,91,444392882.48,251
2019-03,AGN,92,440288550.82,251
2019-03,TGT,93,431621318.91,251
2019-03,ISRG,94,429761127.06,251
2019-03,EBAY,95,424349001.71,251
2019-03,DE,96,420799678.86,251
2019-03,ESRX,97,417374742.62,205
2019-03,USB,98,416064792.21,251
2019-03,EOG,99,413187734.48,251
2019-03,OXY,100,412449080.87,251
2019-03,ELV,101,411906254.23,251
2019-03,WYNN,102,411357408.45,251
2019-03,AXP,103,409346074.61,251
2019-03,CSX,104,408897676.89,251
2019-03,HAL,105,406831372.94,251
2019-03,ACN,106,404297213.23,251
2019-03,ROKU,107,402349430.57,251
2019-03,VLO,108,402223028.29,251
2019-03,IQ,109,401818816.97,231
2019-03,NOC,110,401273536.08,251
2019-03,RTN,111,400288236.75,251
2019-03,KHC,112,397759728.2,251
2019-03,TJX,113,395249349.72,251
2019-03,DAL,114,395187928.35,251
2019-03,NOW,115,393861090.11,251
2019-03,TMO,116,393138070.85,251
2019-03,NEE,117,392846056.83,251
2019-03,UPS,118,392642174.84,251
2019-03,RHT,119,381594168.06,251
2019-03,MDLZ,120,378835033.42,251
2019-03,SCHW,121,377765588.36,251
2019-03,CMG,122,371437394.49,251
2019-03,PNC,123,365296421.83,251
2019-03,INTU,124,362118904.58,251
2019-03,AMT,125,352882622.72,251
2019-03,TSM,126,351097189.22,251
2019-03,ADP,127,348731307.01,251
2019-03,DUK,128,346051573.58,251
2019-03,BLK,129,343602264.92,251
2019-03,CME,130,342463956.38,251
2019-03,NSC,131,338417079.93,251
2019-03,AIG,132,336986473.08,251
2019-03,VALE,133,335341818.2,251
2019-03,D,134,334427927.2,251
2019-03,WDC,135,333727221.43,251
2019-03,SPOT,136,332619798.05,229
2019-03,EL,137,329065435.4,251
2019-03,ALGN,138,324319896.83,251
2019-03,SHW,139,322168578.28,251
2019-03,APC,140,322087955.06,251
2019-03,GD,141,321450182.79,251
2019-03,PSX,142,314078516.7,251
2019-03,ILMN,143,313740838.17,251
2019-03,DLTR,144,312774050.25,251
2019-03,PBR,145,312625474.34,251
2019-03,UAL,146,311452514.95,251
2019-03,CL,147,311282048.53,251
2019-03,CXO,148,310234663.18,251
2019-03,PCG,149,309971079.19,251
2019-03,BNY,150,309184397.29,251
2019-04,AMZN,1,9572055908.0,251
2019-04,AAPL,2,6576791278.64,251
2019-04,META,3,4269065663.39,251
2019-04,MSFT,4,3602806815.05,251
2019-04,BABA,5,3293995720.37,251
2019-04,NVDA,6,2868338511.14,251
2019-04,TSLA,7,2849357307.52,251
2019-04,GOOGL,8,2338188814.57,251
2019-04,GOOG,9,2002419277.56,251
2019-04,BAC,10,1996438709.13,251
2019-04,AMD,11,1952444503.68,251
2019-04,MU,12,1865626715.91,251
2019-04,BA,13,1775508121.16,251
2019-04,JPM,14,1738563278.24,251
2019-04,INTC,15,1448276867.69,251
2019-04,V,16,1422277725.28,251
2019-04,T,17,1284136201.93,251
2019-04,C,18,1232605084.33,251
2019-04,WFC,19,1211079977.39,251
2019-04,CSCO,20,1164176242.84,251
2019-04,XOM,21,1156913909.64,251
2019-04,JNJ,22,1127016812.27,251
2019-04,GE,23,1057873537.0,251
2019-04,DIS,24,1055425354.83,251
2019-04,PFE,25,1051724860.44,251
2019-04,AVGO,26,1034552711.28,251
2019-04,BRK.B,27,1026236688.29,251
2019-04,HD,28,997037790.7,251
2019-04,UNH,29,968385467.59,251
2019-04,VZ,30,960672891.78,251
2019-04,XYZ,31,958217438.78,251
2019-04,LLY,32,949340110.04,251
2019-04,ORCL,33,945873518.9,251
2019-04,CMCSA,34,921371796.82,251
2019-04,PG,35,907286587.57,251
2019-04,ADBE,36,890998031.74,251
2019-04,BKNG,37,888196692.55,251
2019-04,CRM,38,881472244.13,251
2019-04,CVX,39,877242560.14,251
2019-04,QCOM,40,871889539.84,251
2019-04,MRK,41,859620581.61,251
2019-04,WMT,42,858841356.28,251
2019-04,MA,43,845293630.67,251
2019-04,IBM,44,780281614.66,251
2019-04,PYPL,45,774589104.48,251
2019-04,GS,46,767611315.97,251
2019-04,SBUX,47,753673335.53,251
2019-04,CAT,48,745872105.54,251
2019-04,BIDU,49,734389387.6,251
2019-04,MCD,50,718093643.67,251
2019-04,ABBV,51,708825307.62,251
2019-04,CVS,52,701735120.85,251
2019-04,KO,53,698318082.98,251
2019-04,UNP,54,695929322.82,251
2019-04,CELG,55,682938010.5,251
2019-04,DWDP,56,681423572.96,251
2019-04,DD,57,681423572.96,251
2019-04,AABA,58,680439507.46,251
2019-04,PEP,59,678421692.75,251
2019-04,TXN,60,676170807.53,251
2019-04,BMY,61,637791254.71,251
2019-04,AMGN,62,636902600.85,251
2019-04,RTX,63,622645186.48,251
2019-04,NXPI,64,616801380.88,251
2019-04,NKE,65,600319290.63,251
2019-04,PM,66,597194846.61,251
2019-04,MO,67,582788372.76,251
2019-04,FOXA,68,580518572.2,251
2019-04,AMAT,69,569892492.17,251
2019-04,MMM,70,567254052.7,251
2019-04,MS,71,559643480.48,251
2019-04,EA,72,558207612.31,251
2019-04,GILD,73,556631234.66,251
2019-04,SLB,74,553582044.89,251
2019-04,BIIB,75,547931145.27,251
2019-04,LRCX,76,545992054.54,251
2019-04,COST,77,543011018.23,251
2019-04,LOW,78,537545346.43,251
2019-04,MDT,79,527228667.27,251
2019-04,JD,80,520623949.31,251
2019-04,CHTR,81,520501169.66,251
2019-04,CI,82,520326123.55,251
2019-04,COP,83,504000481.16,251
2019-04,HON,84,488903419.23,251
2019-04,MPC,85,487953300.09,251
2019-04,GM,86,479668852.07,251
2019-04,LMT,87,479273576.98,251
2019-04,ROKU,88,464328893.62,251
2019-04,ABT,89,462438721.16,251
2019-04,STZ,90,448973086.34,251
2019-04,F,91,443085024.3,251
2019-04,FDX,92,435431019.98,251
2019-04,ISRG,93,431140546.17,251
2019-04,EBAY,94,429563297.84,251
2019-04,TGT,95,425059530.0,251
2019-04,ELV,96,423939251.14,251
2019-04,AGN,97,422591883.47,251
2019-04,EOG,98,418436080.69,251
2019-04,USB,99,411025590.17,251
2019-04,AXP,100,410907087.46,251
2019-04,CSX,101,408485038.66,251
2019-04,DE,102,405317963.19,251
2019-04,NOW,103,403659583.86,251
2019-04,TMO,104,402778731.62,251
2019-04,OXY,105,402753451.26,251
2019-04,KHC,106,400662056.82,251
2019-04,VLO,107,399819122.33,251
2019-04,DAL,108,399042838.88,251
2019-04,HAL,109,398163191.09,251
2019-04,NOC,110,394985850.68,251
2019-04,RTN,111,391995128.38,251
2019-04,ACN,112,391840332.83,251
2019-04,TJX,113,391309635.65,251
2019-04,CGC,114,390705863.59,213
2019-04,NEE,115,389961971.45,251
2019-04,IQ,116,387613605.26,251
2019-04,CMG,117,384141412.42,251
2019-04,UPS,118,379122869.92,251
2019-04,RHT,119,374722173.97,251
2019-04,WYNN,120,374720068.21,251
2019-04,INTU,121,371563125.77,251
2019-04,MDLZ,122,370704242.96,251
2019-04,SCHW,123,368953190.77,251
2019-04,PNC,124,362494827.21,251
2019-04,ADP,125,351579026.02,251
2019-04,AMT,126,349869198.33,251
2019-04,TSM,127,347691784.67,251
2019-04,DUK,128,347343407.14,251
2019-04,VALE,129,343634747.56,251
2019-04,BLK,130,341178770.94,251
2019-04,NSC,131,340463063.3,251
2019-04,CME,132,338743856.0,251
2019-04,ALGN,133,338032591.55,251
2019-04,D,134,335355421.19,251
2019-04,WDC,135,327769414.75,251
2019-04,EL,136,327187724.08,251
2019-04,SHW,137,326211004.06,251
2019-04,SPOT,138,323269643.69,250
2019-04,ILMN,139,321440439.97,251
2019-04,PBR,140,320572148.88,251
2019-04,PSX,141,319336106.4,251
2019-04,GD,142,315137141.71,251
2019-04,AIG,143,314994179.54,251
2019-04,UAL,144,314832817.65,251
2019-04,WDAY,145,314568023.32,251
2019-04,APC,146,313152622.88,251
2019-04,TWLO,147,312914174.56,251
2019-04,DHR,148,312904376.11,251
2019-04,LULU,149,311395195.13,251
2019-04,LUV,150,311103714.07,251
2019-05,AMZN,1,9411967307.83,251
2019-05,AAPL,2,6532513082.91,251
2019-05,META,3,4053064897.16,251
2019-05,MSFT,4,3564195512.81,251
2019-05,BABA,5,3260969379.5,251
2019-05,TSLA,6,2869558407.41,251
2019-05,NVDA,7,2789510156.94,251
2019-05,GOOGL,8,2290035192.96,251
2019-05,AMD,9,2049398401.77,251
2019-05,GOOG,10,1963929517.04,251
2019-05,BAC,11,1963719476.41,251
2019-05,BA,12,1849130142.55,251
2019-05,MU,13,1730695495.02,251
2019-05,JPM,14,1698413376.41,251
2019-05,V,15,1437667070.26,251
2019-05,INTC,16,1412610508.79,251
2019-05,T,17,1276595267.6,251
2019-05,WFC,18,1228011357.93,251
2019-05,C,19,1203487150.26,251
2019-05,DIS,20,1174581734.25,251
2019-05,CSCO,21,1157362076.07,251
2019-05,XOM,22,1136940753.17,251
2019-05,JNJ,23,1118574920.12,251
2019-05,PFE,24,1066743459.71,251
2019-05,UNH,25,1061568411.07,251
2019-05,GE,26,1027985279.59,251
2019-05,QCOM,27,1016811619.34,251
2019-05,BRK.B,28,1015710480.58,251
2019-05,AVGO,29,1014639636.54,251
2019-05,HD,30,981618459.21,251
2019-05,LLY,31,981147246.14,251
2019-05,XYZ,32,963286472.94,251
2019-05,VZ,33,961634044.1,251
2019-05,ORCL,34,934055145.98,251
2019-05,CVX,35,915393902.09,251
2019-05,PG,36,904622883.26,251
2019-05,CMCSA,37,895771303.68,251
2019-05,ADBE,38,892503346.58,251
2019-05,BKNG,39,892228194.1,251
2019-05,CRM,40,887174257.13,251
2019-05,MRK,41,879863119.01,251
2019-05,MA,42,852502266.06,251
2019-05,WMT,43,845180843.56,251
2019-05,PYPL,44,790975291.02,251
2019-05,SBUX,45,756673772.16,251
2019-05,IBM,46,749027819.53,251
2019-05,GS,47,741672443.09,251
2019-05,BIDU,48,729777235.51,251
2019-05,CAT,49,722809906.55,251
2019-05,CVS,50,708349856.55,251
2019-05,CELG,51,705860042.63,251
2019-05,MCD,52,700146079.7,251
2019-05,KO,53,698270131.21,251
2019-05,ABBV,54,696853779.11,251
2019-05,UNP,55,694029027.21,251
2019-05,AABA,56,681978832.24,251
2019-05,PEP,57,680825368.78,251
2019-05,DWDP,58,675911607.63,251
2019-05,DD,59,675911607.63,251
2019-05,TXN,60,675184199.36,251
2019-05,BMY,61,654466324.48,251
2019-05,AMGN,62,631236432.56,251
2019-05,RTX,63,607502525.36,251
2019-05,NKE,64,598814721.55,251
2019-05,NXPI,65,582688187.84,251
2019-05,MO,66,574613353.16,251
2019-05,FOXA,67,570075131.38,251
2019-05,PM,68,565701812.87,251
2019-05,EA,69,562331550.19,251
2019-05,GILD,70,558366245.07,251
2019-05,BIIB,71,556652676.51,251
2019-05,MS,72,556109637.97,251
2019-05,MMM,73,554113884.66,251
2019-05,SLB,74,543693120.12,251
2019-05,MDT,75,541783338.15,251
2019-05,COST,76,541412360.62,251
2019-05,AMAT,77,539487401.24,251
2019-05,CI,78,535758809.04,251
2019-05,LOW,79,531710094.59,251
2019-05,JD,80,522465315.41,251
2019-05,ROKU,81,518681160.45,251
2019-05,LRCX,82,512397439.23,251
2019-05,COP,83,497237599.88,251
2019-05,HON,84,494460692.71,251
2019-05,CHTR,85,492496785.02,251
2019-05,MPC,86,491931396.13,251
2019-05,GM,87,471158787.61,251
2019-05,LMT,88,468444314.48,251
2019-05,ABT,89,467245979.45,251
2019-05,STZ,90,459824264.25,251
2019-05,ELV,91,452526019.46,251
2019-05,ISRG,92,441367954.0,251
2019-05,F,93,438995389.19,251
2019-05,FDX,94,432015522.15,251
2019-05,TGT,95,429932771.98,251
2019-05,EBAY,96,424828720.71,251
2019-05,EOG,97,417236581.04,251
2019-05,TMO,98,417014501.3,251
2019-05,NOW,99,415436324.0,251
2019-05,OXY,100,414578564.22,251
2019-05,AXP,101,410411228.01,251
2019-05,AGN,102,407956006.11,251
2019-05,USB,103,406668158.05,251
2019-05,CSX,104,403639819.27,251
2019-05,DAL,105,396828666.69,251
2019-05,NEE,106,395606543.25,251
2019-05,IQ,107,393441749.25,251
2019-05,VLO,108,392737882.53,251
2019-05,ACN,109,391815560.32,251
2019-05,KHC,110,391564171.14,251
2019-05,DE,111,390636820.52,251
2019-05,INTU,112,388127272.87,251
2019-05,TJX,113,387341801.46,251
2019-05,CMG,114,386171023.53,251
2019-05,NOC,115,385242701.55,251
2019-05,RTN,116,384883235.27,251
2019-05,HAL,117,384602109.44,251
2019-05,CGC,118,382565653.21,234
2019-05,APC,119,378214205.37,251
2019-05,UPS,120,374864342.65,251
2019-05,RHT,121,374278130.43,251
2019-05,WYNN,122,367444293.09,251
2019-05,MDLZ,123,364087156.11,251
2019-05,SCHW,124,359489199.99,251
2019-05,PNC,125,352443251.42,251
2019-05,DUK,126,351347807.4,251
2019-05,TSM,127,349082107.73,251
2019-05,AMT,128,349066979.3,251
2019-05,ADP,129,346073294.24,251
2019-05,ALGN,130,345674204.56,251
2019-05,TWLO,131,343027326.98,251
2019-05,VALE,132,342901587.87,251
2019-05,CME,133,341013842.81,251
2019-05,NSC,134,338203379.2,251
2019-05,BLK,135,333521319.01,251
2019-05,ILMN,136,332096694.94,251
2019-05,PBR,137,331945995.2,251
2019-05,WDC,138,329732371.4,251
2019-05,D,139,327235277.37,251
2019-05,LULU,140,324999782.29,251
2019-05,DHR,141,323790627.93,251
2019-05,WDAY,142,323765126.11,251
2019-05,SHW,143,320482499.12,251
2019-05,EL,144,320376094.83,251
2019-05,PSX,145,317654205.27,251
2019-05,XLNX,146,314885418.06,251
2019-05,UAL,147,310334229.91,251
2019-05,BDX,148,306760781.64,251
2019-05,AIG,149,306740485.19,251
2019-05,ADSK,150,306346784.95,251
2019-06,AMZN,1,9748642638.63,251
2019-06,AAPL,2,6724447917.03,251
2019-06,META,3,4010926946.29,251
2019-06,MSFT,4,3671099136.26,251
2019-06,BABA,5,3289303851.06,251
2019-06,TSLA,6,2966205118.95,251
2019-06,NVDA,7,2681630613.86,251
2019-06,GOOGL,8,2318400117.24,251
2019-06,AMD,9,2186065879.7,251
2019-06,GOOG,10,1994398777.72,251
2019-06,BAC,11,1912779642.66,251
2019-06,BA,12,1874551865.06,251
2019-06,JPM,13,1680536227.8,251
2019-06,MU,14,1563118600.84,251
2019-06,V,15,1462020679.12,251
2019-06,INTC,16,1434189546.98,251
2019-06,T,17,1271025302.72,251
2019-06,WFC,18,1217486675.99,251
2019-06,DIS,19,1210312409.86,251
2019-06,CSCO,20,1189652636.05,251
2019-06,C,21,1184730658.25,251
2019-06,JNJ,22,1141541505.58,251
2019-06,QCOM,23,1122763140.73,251
2019-06,XOM,24,1116145172.11,251
2019-06,UNH,25,1105489370.27,251
2019-06,PFE,26,1086748626.51,251
2019-06,AVGO,27,1031406223.87,251
2019-06,BRK.B,28,1021954100.95,251
2019-06,GE,29,1003936389.7,251
2019-06,LLY,30,996780639.96,251
2019-06,HD,31,977697006.85,251
2019-06,XYZ,32,972842913.19,251
2019-06,VZ,33,971835840.96,251
2019-06,ORCL,34,939668210.85,251
2019-06,CVX,35,923802108.49,251
2019-06,PG,36,910574767.87,251
2019-06,ADBE,37,904362198.53,251
2019-06,CMCSA,38,901546079.93,251
2019-06,MRK,39,898623116.64,251
2019-06,CRM,40,895601586.98,251
2019-06,BKNG,41,892879271.42,251
2019-06,MA,42,879050206.75,251
2019-06,WMT,43,824273558.57,251
2019-06,PYPL,44,792692130.87,251
2019-06,SBUX,45,780093202.83,251
2019-06,IBM,46,736286527.73,251
2019-06,CAT,47,722553623.5,251
2019-06,GS,48,722255475.66,251
2019-06,KO,49,706892703.89,251
2019-06,CVS,50,706121202.78,251
2019-06,BIDU,51,702275934.73,251
2019-06,UNP,52,701344685.47,251
2019-06,MCD,53,701083663.27,251
2019-06,AABA,54,698629680.76,251
2019-06,CELG,55,692112960.68,251
2019-06,TXN,56,683686019.48,251
2019-06,PEP,57,682871422.94,251
2019-06,BMY,58,676319972.65,251
2019-06,DWDP,59,675483064.91,251
2019-06,DD,60,675483064.91,251
2019-06,AMGN,61,630209890.0,251
2019-06,ABBV,62,626372110.29,251
2019-06,NKE,63,616891121.91,251
2019-06,ROKU,64,604589895.62,251
2019-06,RTX,65,603829353.2,251
2019-06,MO,66,569722982.6,251
2019-06,EA,67,568578736.16,251
2019-06,MMM,68,566792443.71,251
2019-06,FOXA,69,560173136.85,251
2019-06,BIIB,70,557744453.36,251
2019-06,GILD,71,554452840.57,251
2019-06,MDT,72,552431968.22,251
2019-06,MS,73,551125770.89,251
2019-06,COST,74,549458293.91,251
2019-06,PM,75,549116292.59,251
2019-06,NXPI,76,546638454.26,251
2019-06,CI,77,544729408.26,251
2019-06,JD,78,535464389.36,251
2019-06,SLB,79,533501919.54,251
2019-06,LOW,80,533475437.12,251
2019-06,AMAT,81,512941470.21,251
2019-06,HON,82,505628388.31,251
2019-06,LRCX,83,501047046.49,251
2019-06,COP,84,491124253.08,251
2019-06,CHTR,85,490289308.42,251
2019-06,MPC,86,483575414.0,251
2019-06,ABT,87,471433818.45,251
2019-06,GM,88,465902246.76,251
2019-06,ELV,89,465405061.72,251
2019-06,LMT,90,464783072.03,251
2019-06,STZ,91,458369872.83,251
2019-06,OXY,92,453122124.6,251
2019-06,ISRG,93,443683465.17,251
2019-06,APC,94,439607551.75,251
2019-06,F,95,439196134.52,251
2019-06,TGT,96,433624510.74,251
2019-06,FDX,97,431341282.39,251
2019-06,NOW,98,431059148.45,251
2019-06,EBAY,99,427057664.47,251
2019-06,TMO,100,425843012.72,251
2019-06,AXP,101,418744948.21,251
2019-06,CSX,102,412929238.95,251
2019-06,EOG,103,406161594.83,251
2019-06,AGN,104,405548705.96,251
2019-06,NEE,105,402019735.03,251
2019-06,USB,106,399958142.71,251
2019-06,INTU,107,397622912.81,251
2019-06,ACN,108,396742971.33,251
2019-06,TWLO,109,394987826.81,251
2019-06,TLRY,110,394596622.23,218
2019-06,IQ,111,394423166.59,251
2019-06,CMG,112,394134020.49,251
2019-06,KHC,113,390609408.27,251
2019-06,TJX,114,388256103.79,251
2019-06,DAL,115,386655781.81,251
2019-06,DE,116,383453839.77,251
2019-06,VLO,117,380457432.88,251
2019-06,RTN,118,378437493.73,251
2019-06,HAL,119,376223629.24,251
2019-06,RHT,120,375162907.97,251
2019-06,NOC,121,372469640.9,251
2019-06,CGC,122,371866841.41,251
2019-06,MDLZ,123,370859405.69,251
2019-06,UPS,124,368863055.07,251
2019-06,WYNN,125,364758945.57,251
2019-06,TSM,126,362166997.25,251
2019-06,SCHW,127,351725610.98,251
2019-06,XLNX,128,351700936.96,251
2019-06,DUK,129,350134543.39,251
2019-06,AMT,130,348721024.71,251
2019-06,CME,131,348255755.78,251
2019-06,ALGN,132,347833863.08,251
2019-06,ADP,133,347538366.86,251
2019-06,PNC,134,342672533.36,251
2019-06,WDAY,135,342331039.15,251
2019-06,ILMN,136,341732657.35,251
2019-06,VALE,137,339891559.68,251
2019-06,NSC,138,339024719.82,251
2019-06,LULU,139,333965242.84,251
2019-06,DHR,140,331872487.7,251
2019-06,BLK,141,328964454.73,251
2019-06,D,142,326985323.79,251
2019-06,WDC,143,320773070.47,251
2019-06,EL,144,317156863.92,251
2019-06,CTSH,145,315250565.03,251
2019-06,ADI,146,314929660.67,251
2019-06,PANW,147,314872103.14,251
2019-06,HUM,148,314729439.94,251
2019-06,BDX,149,312031782.13,251
2019-06,PBR,150,311323592.43,251
2019-07,AMZN,1,9751366314.67,250
2019-07,AAPL,2,6740020010.73,250
2019-07,META,3,4029339959.05,250
2019-07,MSFT,4,3708620409.74,250
2019-07,BABA,5,3253165661.1,250
2019-07,TSLA,6,2869058340.64,250
2019-07,NVDA,7,2584369291.1,250
2019-07,GOOGL,8,2293858450.97,250
2019-07,AMD,9,2286139313.36,250
2019-07,GOOG,10,2000564648.23,250
2019-07,BA,11,1877588415.6,250
2019-07,BAC,12,1868781941.7,250
2019-07,JPM,13,1666383542.18,250
2019-07,V,14,1507190442.9,250
2019-07,MU,15,1414281035.95,250
2019-07,INTC,16,1375635426.28,250
2019-07,DIS,17,1244344182.05,250
2019-07,CSCO,18,1239191873.17,250
2019-07,WFC,19,1206775855.74,250
2019-07,T,20,1175922472.59,250
2019-07,JNJ,21,1162786923.5,250
2019-07,C,22,1159651976.89,250
2019-07,QCOM,23,1158425920.01,250
2019-07,UNH,24,1128064715.52,250
2019-07,PFE,25,1104556901.32,250
2019-07,XOM,26,1100305134.77,250
2019-07,AVGO,27,1035300224.99,250
2019-07,LLY,28,1016800228.12,250
2019-07,BRK.B,29,1011063695.21,250
2019-07,HD,30,983462932.83,250
